battery_id,voltage,current,temperature,capacity,cycle_count,status
BATT01789,3.89,0.89,21.9,1289,89,OK
BATT01790,3.9,0.9,22.0,1290,90,WARN
BATT01791,3.91,0.91,22.1,1291,91,OK
BATT01792,3.92,0.92,22.2,1292,92,OK
BATT01793,3.93,0.93,22.3,1293,93,OK
BATT01794,3.94,0.94,22.4,1294,94,OK
BATT01795,3.95,0.95,22.5,1295,95,OK
BATT01796,3.96,0.96,22.6,1296,96,OK
BATT01797,3.97,0.97,22.7,1297,97,OK
BATT01798,3.98,0.98,22.8,1298,98,OK
BATT01799,3.99,0.99,22.9,1299,99,OK
BATT01800,3.0,0.5,20.0,1300,0,WARN
BATT01801,3.01,0.51,20.1,1301,1,OK
BATT01802,3.02,0.52,20.2,1302,2,OK
BATT01803,3.03,0.53,20.3,1303,3,OK
BATT01804,3.04,0.54,20.4,1304,4,OK
BATT01805,3.05,0.55,20.5,1305,5,OK
BATT01806,3.06,0.56,20.6,1306,6,OK
BATT01807,3.07,0.57,20.7,1307,7,OK
BATT01808,3.08,0.58,20.8,1308,8,OK
BATT01809,3.09,0.59,20.9,1309,9,OK
BATT01810,3.1,0.6,21.0,1310,10,WARN
BATT01811,3.11,0.61,21.1,1311,11,OK
BATT01812,3.12,0.62,21.2,1312,12,OK
BATT01813,3.13,0.63,21.3,1313,13,OK
BATT01814,3.14,0.64,21.4,1314,14,OK
BATT01815,3.15,0.65,21.5,1315,15,OK
BATT01816,3.16,0.66,21.6,1316,16,OK
BATT01817,3.17,0.67,21.7,1317,17,OK
BATT01818,3.18,0.68,21.8,1318,18,OK
BATT01819,3.19,0.69,21.9,1319,19,OK
BATT01820,3.2,0.7,22.0,1320,20,WARN
BATT01821,3.21,0.71,22.1,1321,21,OK
BATT01822,3.22,0.72,22.2,1322,22,OK
BATT01823,3.23,0.73,22.3,1323,23,OK
BATT01824,3.24,0.74,22.4,1324,24,OK
BATT01825,3.25,0.75,22.5,1325,25,OK
BATT01826,3.26,0.76,22.6,1326,26,OK
BATT01827,3.27,0.77,22.7,1327,27,OK
BATT01828,3.28,0.78,22.8,1328,28,OK
BATT01829,3.29,0.79,22.9,1329,29,OK
BATT01830,3.3,0.8,20.0,1330,30,WARN
BATT01831,3.31,0.81,20.1,1331,31,OK
BATT01832,3.32,0.82,20.2,1332,32,OK
BATT01833,3.33,0.83,20.3,1333,33,OK
BATT01834,3.34,0.84,20.4,1334,34,OK
BATT01835,3.35,0.85,20.5,1335,35,OK
BATT01836,3.36,0.86,20.6,1336,36,OK
BATT01837,3.37,0.87,20.7,1337,37,OK
BATT01838,3.38,0.88,20.8,1338,38,OK
BATT01839,3.39,0.89,20.9,1339,39,OK
BATT01840,3.4,0.9,21.0,1340,40,WARN
BATT01841,3.41,0.91,21.1,1341,41,OK
BATT01842,3.42,0.92,21.2,1342,42,OK
BATT01843,3.43,0.93,21.3,1343,43,OK
BATT01844,3.44,0.94,21.4,1344,44,OK
BATT01845,3.45,0.95,21.5,1345,45,OK
BATT01846,3.46,0.96,21.6,1346,46,OK
BATT01847,3.47,0.97,21.7,1347,47,OK
BATT01848,3.48,0.98,21.8,1348,48,OK
BATT01849,3.49,0.99,21.9,1349,49,OK
BATT01850,3.5,0.5,22.0,1350,50,WARN
BATT01851,3.51,0.51,22.1,1351,51,OK
BATT01852,3.52,0.52,22.2,1352,52,OK
BATT01853,3.53,0.53,22.3,1353,53,OK
BATT01854,3.54,0.54,22.4,1354,54,OK
BATT01855,3.55,0.55,22.5,1355,55,OK
BATT01856,3.56,0.56,22.6,1356,56,OK
BATT01857,3.57,0.57,22.7,1357,57,OK
BATT01858,3.58,0.58,22.8,1358,58,OK
BATT01859,3.59,0.59,22.9,1359,59,OK
BATT01860,3.6,0.6,20.0,1360,60,WARN
BATT01861,3.61,0.61,20.1,1361,61,OK
BATT01862,3.62,0.62,20.2,1362,62,OK
BATT01863,3.63,0.63,20.3,1363,63,OK
BATT01864,3.64,0.64,20.4,1364,64,OK
BATT01865,3.65,0.65,20.5,1365,65,OK
BATT01866,3.66,0.66,20.6,1366,66,OK
BATT01867,3.67,0.67,20.7,1367,67,OK
BATT01868,3.68,0.68,20.8,1368,68,OK
BATT01869,3.69,0.69,20.9,1369,69,OK
BATT01870,3.7,0.7,21.0,1370,70,WARN
BATT01871,3.71,0.71,21.1,1371,71,OK
BATT01872,3.72,0.72,21.2,1372,72,OK
BATT01873,3.73,0.73,21.3,1373,73,OK
BATT01874,3.74,0.74,21.4,1374,74,OK
BATT01875,3.75,0.75,21.5,1375,75,OK
BATT01876,3.76,0.76,21.6,1376,76,OK
BATT01877,3.77,0.77,21.7,1377,77,OK
BATT01878,3.78,0.78,21.8,1378,78,OK
BATT01879,3.79,0.79,21.9,1379,79,OK
BATT01880,3.8,0.8,22.0,1380,80,WARN
BATT01881,3.81,0.81,22.1,1381,81,OK
BATT01882,3.82,0.82,22.2,1382,82,OK
BATT01883,3.83,0.83,22.3,1383,83,OK
BATT01884,3.84,0.84,22.4,1384,84,OK
BATT01885,3.85,0.85,22.5,1385,85,OK
BATT01886,3.86,0.86,22.6,1386,86,OK
BATT01887,3.87,0.87,22.7,1387,87,OK
BATT01888,3.88,0.88,22.8,1388,88,OK
BATT01889,3.89,0.89,22.9,1389,89,OK
BATT01890,3.9,0.9,20.0,1390,90,WARN
BATT01891,3.91,0.91,20.1,1391,91,OK
BATT01892,3.92,0.92,20.2,1392,92,OK
BATT01893,3.93,0.93,20.3,1393,93,OK
BATT01894,3.94,0.94,20.4,1394,94,OK
BATT01895,3.95,0.95,20.5,1395,95,OK
BATT01896,3.96,0.96,20.6,1396,96,OK
BATT01897,3.97,0.97,20.7,1397,97,OK
BATT01898,3.98,0.98,20.8,1398,98,OK
BATT01899,3.99,0.99,20.9,1399,99,OK
BATT01900,3.0,0.5,21.0,1400,0,WARN
BATT01901,3.01,0.51,21.1,1401,1,OK
BATT01902,3.02,0.52,21.2,1402,2,OK
BATT01903,3.03,0.53,21.3,1403,3,OK
BATT01904,3.04,0.54,21.4,1404,4,OK
BATT01905,3.05,0.55,21.5,1405,5,OK
BATT01906,3.06,0.56,21.6,1406,6,OK
BATT01907,3.07,0.57,21.7,1407,7,OK
BATT01908,3.08,0.58,21.8,1408,8,OK
BATT01909,3.09,0.59,21.9,1409,9,OK
BATT01910,3.1,0.6,22.0,1410,10,WARN
BATT01911,3.11,0.61,22.1,1411,11,OK
BATT01912,3.12,0.62,22.2,1412,12,OK
BATT01913,3.13,0.63,22.3,1413,13,OK
BATT01914,3.14,0.64,22.4,1414,14,OK
BATT01915,3.15,0.65,22.5,1415,15,OK
BATT01916,3.16,0.66,22.6,1416,16,OK
BATT01917,3.17,0.67,22.7,1417,17,OK
BATT01918,3.18,0.68,22.8,1418,18,OK
BATT01919,3.19,0.69,22.9,1419,19,OK
BATT01920,3.2,0.7,20.0,1420,20,WARN
BATT01921,3.21,0.71,20.1,1421,21,OK
BATT01922,3.22,0.72,20.2,1422,22,OK
BATT01923,3.23,0.73,20.3,1423,23,OK
BATT01924,3.24,0.74,20.4,1424,24,OK
BATT01925,3.25,0.75,20.5,1425,25,OK
BATT01926,3.26,0.76,20.6,1426,26,OK
BATT01927,3.27,0.77,20.7,1427,27,OK
BATT01928,3.28,0.78,20.8,1428,28,OK
BATT01929,3.29,0.79,20.9,1429,29,OK
BATT01930,3.3,0.8,21.0,1430,30,WARN
BATT01931,3.31,0.81,21.1,1431,31,OK
BATT01932,3.32,0.82,21.2,1432,32,OK
BATT01933,3.33,0.83,21.3,1433,33,OK
BATT01934,3.34,0.84,21.4,1434,34,OK
BATT01935,3.35,0.85,21.5,1435,35,OK
BATT01936,3.36,0.86,21.6,1436,36,OK
BATT01937,3.37,0.87,21.7,1437,37,OK
BATT01938,3.38,0.88,21.8,1438,38,OK
BATT01939,3.39,0.89,21.9,1439,39,OK
BATT01940,3.4,0.9,22.0,1440,40,WARN
BATT01941,3.41,0.91,22.1,1441,41,OK
BATT01942,3.42,0.92,22.2,1442,42,OK
BATT01943,3.43,0.93,22.3,1443,43,OK
BATT01944,3.44,0.94,22.4,1444,44,OK
BATT01945,3.45,0.95,22.5,1445,45,OK
BATT01946,3.46,0.96,22.6,1446,46,OK
BATT01947,3.47,0.97,22.7,1447,47,OK
BATT01948,3.48,0.98,22.8,1448,48,OK
BATT01949,3.49,0.99,22.9,1449,49,OK
BATT01950,3.5,0.5,20.0,1450,50,WARN
BATT01951,3.51,0.51,20.1,1451,51,OK
BATT01952,3.52,0.52,20.2,1452,52,OK
BATT01953,3.53,0.53,20.3,1453,53,OK
BATT01954,3.54,0.54,20.4,1454,54,OK
BATT01955,3.55,0.55,20.5,1455,55,OK
BATT01956,3.56,0.56,20.6,1456,56,OK
BATT01957,3.57,0.57,20.7,1457,57,OK
BATT01958,3.58,0.58,20.8,1458,58,OK
BATT01959,3.59,0.59,20.9,1459,59,OK
BATT01960,3.6,0.6,21.0,1460,60,WARN
BATT01961,3.61,0.61,21.1,1461,61,OK
BATT01962,3.62,0.62,21.2,1462,62,OK
BATT01963,3.63,0.63,21.3,1463,63,OK
BATT01964,3.64,0.64,21.4,1464,64,OK
BATT01965,3.65,0.65,21.5,1465,65,OK
BATT01966,3.66,0.66,21.6,1466,66,OK
BATT01967,3.67,0.67,21.7,1467,67,OK
BATT01968,3.68,0.68,21.8,1468,68,OK
BATT01969,3.69,0.69,21.9,1469,69,OK
BATT01970,3.7,0.7,22.0,1470,70,WARN
BATT01971,3.71,0.71,22.1,1471,71,OK
BATT01972,3.72,0.72,22.2,1472,72,OK
BATT01973,3.73,0.73,22.3,1473,73,OK
BATT01974,3.74,0.74,22.4,1474,74,OK
BATT01975,3.75,0.75,22.5,1475,75,OK
BATT01976,3.76,0.76,22.6,1476,76,OK
BATT01977,3.77,0.77,22.7,1477,77,OK
BATT01978,3.78,0.78,22.8,1478,78,OK
BATT01979,3.79,0.79,22.9,1479,79,OK
BATT01980,3.8,0.8,20.0,1480,80,WARN
BATT01981,3.81,0.81,20.1,1481,81,OK
BATT01982,3.82,0.82,20.2,1482,82,OK
BATT01983,3.83,0.83,20.3,1483,83,OK
BATT01984,3.84,0.84,20.4,1484,84,OK
BATT01985,3.85,0.85,20.5,1485,85,OK
BATT01986,3.86,0.86,20.6,1486,86,OK
BATT01987,3.87,0.87,20.7,1487,87,OK
BATT01988,3.88,0.88,20.8,1488,88,OK
BATT01989,3.89,0.89,20.9,1489,89,OK
BATT01990,3.9,0.9,21.0,1490,90,WARN
BATT01991,3.91,0.91,21.1,1491,91,OK
BATT01992,3.92,0.92,21.2,1492,92,OK
BATT01993,3.93,0.93,21.3,1493,93,OK
BATT01994,3.94,0.94,21.4,1494,94,OK
BATT01995,3.95,0.95,21.5,1495,95,OK
BATT01996,3.96,0.96,21.6,1496,96,OK
BATT01997,3.97,0.97,21.7,1497,97,OK
BATT01998,3.98,0.98,21.8,1498,98,OK
BATT01999,3.99,0.99,21.9,1499,99,OK
BATT02000,3.0,0.5,22.0,1000,0,WARN
BATT02001,3.01,0.51,22.1,1001,1,OK
BATT02002,3.02,0.52,22.2,1002,2,OK
BATT02003,3.03,0.53,22.3,1003,3,OK
BATT02004,3.04,0.54,22.4,1004,4,OK
BATT02005,3.05,0.55,22.5,1005,5,OK
BATT02006,3.06,0.56,22.6,1006,6,OK
BATT02007,3.07,0.57,22.7,1007,7,OK
BATT02008,3.08,0.58,22.8,1008,8,OK
BATT02009,3.09,0.59,22.9,1009,9,OK
BATT02010,3.1,0.6,20.0,1010,10,WARN
BATT02011,3.11,0.61,20.1,1011,11,OK
BATT02012,3.12,0.62,20.2,1012,12,OK
BATT02013,3.13,0.63,20.3,1013,13,OK
BATT02014,3.14,0.64,20.4,1014,14,OK
BATT02015,3.15,0.65,20.5,1015,15,OK
BATT02016,3.16,0.66,20.6,1016,16,OK
BATT02017,3.17,0.67,20.7,1017,17,OK
BATT02018,3.18,0.68,20.8,1018,18,OK
BATT02019,3.19,0.69,20.9,1019,19,OK
BATT02020,3.2,0.7,21.0,1020,20,WARN
BATT02021,3.21,0.71,21.1,1021,21,OK
BATT02022,3.22,0.72,21.2,1022,22,OK
BATT02023,3.23,0.73,21.3,1023,23,OK
BATT02024,3.24,0.74,21.4,1024,24,OK
BATT02025,3.25,0.75,21.5,1025,25,OK
BATT02026,3.26,0.76,21.6,1026,26,OK
BATT02027,3.27,0.77,21.7,1027,27,OK
BATT02028,3.28,0.78,21.8,1028,28,OK
BATT02029,3.29,0.79,21.9,1029,29,OK
BATT02030,3.3,0.8,22.0,1030,30,WARN
BATT02031,3.31,0.81,22.1,1031,31,OK
BATT02032,3.32,0.82,22.2,1032,32,OK
BATT02033,3.33,0.83,22.3,1033,33,OK
BATT02034,3.34,0.84,22.4,1034,34,OK
BATT02035,3.35,0.85,22.5,1035,35,OK
BATT02036,3.36,0.86,22.6,1036,36,OK
BATT02037,3.37,0.87,22.7,1037,37,OK
BATT02038,3.38,0.88,22.8,1038,38,OK
BATT02039,3.39,0.89,22.9,1039,39,OK
BATT02040,3.4,0.9,20.0,1040,40,WARN
BATT02041,3.41,0.91,20.1,1041,41,OK
BATT02042,3.42,0.92,20.2,1042,42,OK
BATT02043,3.43,0.93,20.3,1043,43,OK
BATT02044,3.44,0.94,20.4,1044,44,OK
BATT02045,3.45,0.95,20.5,1045,45,OK
BATT02046,3.46,0.96,20.6,1046,46,OK
BATT02047,3.47,0.97,20.7,1047,47,OK
BATT02048,3.48,0.98,20.8,1048,48,OK
BATT02049,3.49,0.99,20.9,1049,49,OK
BATT02050,3.5,0.5,21.0,1050,50,WARN
BATT02051,3.51,0.51,21.1,1051,51,OK
BATT02052,3.52,0.52,21.2,1052,52,OK
BATT02053,3.53,0.53,21.3,1053,53,OK
BATT02054,3.54,0.54,21.4,1054,54,OK
BATT02055,3.55,0.55,21.5,1055,55,OK
BATT02056,3.56,0.56,21.6,1056,56,OK
BATT02057,3.57,0.57,21.7,1057,57,OK
BATT02058,3.58,0.58,21.8,1058,58,OK
BATT02059,3.59,0.59,21.9,1059,59,OK
BATT02060,3.6,0.6,22.0,1060,60,WARN
BATT02061,3.61,0.61,22.1,1061,61,OK
BATT02062,3.62,0.62,22.2,1062,62,OK
BATT02063,3.63,0.63,22.3,1063,63,OK
BATT02064,3.64,0.64,22.4,1064,64,OK
BATT02065,3.65,0.65,22.5,1065,65,OK
BATT02066,3.66,0.66,22.6,1066,66,OK
BATT02067,3.67,0.67,22.7,1067,67,OK
BATT02068,3.68,0.68,22.8,1068,68,OK
BATT02069,3.69,0.69,22.9,1069,69,OK
BATT02070,3.7,0.7,20.0,1070,70,WARN
BATT02071,3.71,0.71,20.1,1071,71,OK
BATT02072,3.72,0.72,20.2,1072,72,OK
BATT02073,3.73,0.73,20.3,1073,73,OK
BATT02074,3.74,0.74,20.4,1074,74,OK
BATT02075,3.75,0.75,20.5,1075,75,OK
BATT02076,3.76,0.76,20.6,1076,76,OK
BATT02077,3.77,0.77,20.7,1077,77,OK
BATT02078,3.78,0.78,20.8,1078,78,OK
BATT02079,3.79,0.79,20.9,1079,79,OK
BATT02080,3.8,0.8,21.0,1080,80,WARN
BATT02081,3.81,0.81,21.1,1081,81,OK
BATT02082,3.82,0.82,21.2,1082,82,OK
BATT02083,3.83,0.83,21.3,1083,83,OK
BATT02084,3.84,0.84,21.4,1084,84,OK
BATT02085,3.85,0.85,21.5,1085,85,OK
BATT02086,3.86,0.86,21.6,1086,86,OK
BATT02087,3.87,0.87,21.7,1087,87,OK
BATT02088,3.88,0.88,21.8,1088,88,OK
BATT02089,3.89,0.89,21.9,1089,89,OK
BATT02090,3.9,0.9,22.0,1090,90,WARN
BATT02091,3.91,0.91,22.1,1091,91,OK
BATT02092,3.92,0.92,22.2,1092,92,OK
BATT02093,3.93,0.93,22.3,1093,93,OK
BATT02094,3.94,0.94,22.4,1094,94,OK
BATT02095,3.95,0.95,22.5,1095,95,OK
BATT02096,3.96,0.96,22.6,1096,96,OK
BATT02097,3.97,0.97,22.7,1097,97,OK
BATT02098,3.98,0.98,22.8,1098,98,OK
BATT02099,3.99,0.99,22.9,1099,99,OK
BATT02100,3.0,0.5,20.0,1100,0,WARN
BATT02101,3.01,0.51,20.1,1101,1,OK
BATT02102,3.02,0.52,20.2,1102,2,OK
BATT02103,3.03,0.53,20.3,1103,3,OK
BATT02104,3.04,0.54,20.4,1104,4,OK
BATT02105,3.05,0.55,20.5,1105,5,OK
BATT02106,3.06,0.56,20.6,1106,6,OK
BATT02107,3.07,0.57,20.7,1107,7,OK
BATT02108,3.08,0.58,20.8,1108,8,OK
BATT02109,3.09,0.59,20.9,1109,9,OK
BATT02110,3.1,0.6,21.0,1110,10,WARN
BATT02111,3.11,0.61,21.1,1111,11,OK
BATT02112,3.12,0.62,21.2,1112,12,OK
BATT02113,3.13,0.63,21.3,1113,13,OK
BATT02114,3.14,0.64,21.4,1114,14,OK
BATT02115,3.15,0.65,21.5,1115,15,OK
BATT02116,3.16,0.66,21.6,1116,16,OK
BATT02117,3.17,0.67,21.7,1117,17,OK
BATT02118,3.18,0.68,21.8,1118,18,OK
BATT02119,3.19,0.69,21.9,1119,19,OK
BATT02120,3.2,0.7,22.0,1120,20,WARN
BATT02121,3.21,0.71,22.1,1121,21,OK
BATT02122,3.22,0.72,22.2,1122,22,OK
BATT02123,3.23,0.73,22.3,1123,23,OK
BATT02124,3.24,0.74,22.4,1124,24,OK
BATT02125,3.25,0.75,22.5,1125,25,OK
BATT02126,3.26,0.76,22.6,1126,26,OK
BATT02127,3.27,0.77,22.7,1127,27,OK
BATT02128,3.28,0.78,22.8,1128,28,OK
BATT02129,3.29,0.79,22.9,1129,29,OK
BATT02130,3.3,0.8,20.0,1130,30,WARN
BATT02131,3.31,0.81,20.1,1131,31,OK
BATT02132,3.32,0.82,20.2,1132,32,OK
BATT02133,3.33,0.83,20.3,1133,33,OK
BATT02134,3.34,0.84,20.4,1134,34,OK
BATT02135,3.35,0.85,20.5,1135,35,OK
BATT02136,3.36,0.86,20.6,1136,36,OK
BATT02137,3.37,0.87,20.7,1137,37,OK
BATT02138,3.38,0.88,20.8,1138,38,OK
BATT02139,3.39,0.89,20.9,1139,39,OK
BATT02140,3.4,0.9,21.0,1140,40,WARN
BATT02141,3.41,0.91,21.1,1141,41,OK
BATT02142,3.42,0.92,21.2,1142,42,OK
BATT02143,3.43,0.93,21.3,1143,43,OK
BATT02144,3.44,0.94,21.4,1144,44,OK
BATT02145,3.45,0.95,21.5,1145,45,OK
BATT02146,3.46,0.96,21.6,1146,46,OK
BATT02147,3.47,0.97,21.7,1147,47,OK
BATT02148,3.48,0.98,21.8,1148,48,OK
BATT02149,3.49,0.99,21.9,1149,49,OK
BATT02150,3.5,0.5,22.0,1150,50,WARN
BATT02151,3.51,0.51,22.1,1151,51,OK
BATT02152,3.52,0.52,22.2,1152,52,OK
BATT02153,3.53,0.53,22.3,1153,53,OK
BATT02154,3.54,0.54,22.4,1154,54,OK
BATT02155,3.55,0.55,22.5,1155,55,OK
BATT02156,3.56,0.56,22.6,1156,56,OK
BATT02157,3.57,0.57,22.7,1157,57,OK
BATT02158,3.58,0.58,22.8,1158,58,OK
BATT02159,3.59,0.59,22.9,1159,59,OK
BATT02160,3.6,0.6,20.0,1160,60,WARN
BATT02161,3.61,0.61,20.1,1161,61,OK
BATT02162,3.62,0.62,20.2,1162,62,OK
BATT02163,3.63,0.63,20.3,1163,63,OK
BATT02164,3.64,0.64,20.4,1164,64,OK
BATT02165,3.65,0.65,20.5,1165,65,OK
BATT02166,3.66,0.66,20.6,1166,66,OK
BATT02167,3.67,0.67,20.7,1167,67,OK
BATT02168,3.68,0.68,20.8,1168,68,OK
BATT02169,3.69,0.69,20.9,1169,69,OK
BATT02170,3.7,0.7,21.0,1170,70,WARN
BATT02171,3.71,0.71,21.1,1171,71,OK
BATT02172,3.72,0.72,21.2,1172,72,OK
BATT02173,3.73,0.73,21.3,1173,73,OK
BATT02174,3.74,0.74,21.4,1174,74,OK
BATT02175,3.75,0.75,21.5,1175,75,OK
BATT02176,3.76,0.76,21.6,1176,76,OK
BATT02177,3.77,0.77,21.7,1177,77,OK
BATT02178,3.78,0.78,21.8,1178,78,OK
BATT02179,3.79,0.79,21.9,1179,79,OK
BATT02180,3.8,0.8,22.0,1180,80,WARN
BATT02181,3.81,0.81,22.1,1181,81,OK
BATT02182,3.82,0.82,22.2,1182,82,OK
BATT02183,3.83,0.83,22.3,1183,83,OK
BATT02184,3.84,0.84,22.4,1184,84,OK
BATT02185,3.85,0.85,22.5,1185,85,OK
BATT02186,3.86,0.86,22.6,1186,86,OK
BATT02187,3.87,0.87,22.7,1187,87,OK
BATT02188,3.88,0.88,22.8,1188,88,OK
BATT02189,3.89,0.89,22.9,1189,89,OK
BATT02190,3.9,0.9,20.0,1190,90,WARN
BATT02191,3.91,0.91,20.1,1191,91,OK
BATT02192,3.92,0.92,20.2,1192,92,OK
BATT02193,3.93,0.93,20.3,1193,93,OK
BATT02194,3.94,0.94,20.4,1194,94,OK
BATT02195,3.95,0.95,20.5,1195,95,OK
BATT02196,3.96,0.96,20.6,1196,96,OK
BATT02197,3.97,0.97,20.7,1197,97,OK
BATT02198,3.98,0.98,20.8,1198,98,OK
BATT02199,3.99,0.99,20.9,1199,99,OK
BATT02200,3.0,0.5,21.0,1200,0,WARN
BATT02201,3.01,0.51,21.1,1201,1,OK
BATT02202,3.02,0.52,21.2,1202,2,OK
BATT02203,3.03,0.53,21.3,1203,3,OK
BATT02204,3.04,0.54,21.4,1204,4,OK
BATT02205,3.05,0.55,21.5,1205,5,OK
BATT02206,3.06,0.56,21.6,1206,6,OK
BATT02207,3.07,0.57,21.7,1207,7,OK
BATT02208,3.08,0.58,21.8,1208,8,OK
BATT02209,3.09,0.59,21.9,1209,9,OK
BATT02210,3.1,0.6,22.0,1210,10,WARN
BATT02211,3.11,0.61,22.1,1211,11,OK
BATT02212,3.12,0.62,22.2,1212,12,OK
BATT02213,3.13,0.63,22.3,1213,13,OK
BATT02214,3.14,0.64,22.4,1214,14,OK
BATT02215,3.15,0.65,22.5,1215,15,OK
BATT02216,3.16,0.66,22.6,1216,16,OK
BATT02217,3.17,0.67,22.7,1217,17,OK
BATT02218,3.18,0.68,22.8,1218,18,OK
BATT02219,3.19,0.69,22.9,1219,19,OK
BATT02220,3.2,0.7,20.0,1220,20,WARN
BATT02221,3.21,0.71,20.1,1221,21,OK
BATT02222,3.22,0.72,20.2,1222,22,OK
BATT02223,3.23,0.73,20.3,1223,23,OK
BATT02224,3.24,0.74,20.4,1224,24,OK
BATT02225,3.25,0.75,20.5,1225,25,OK
BATT02226,3.26,0.76,20.6,1226,26,OK
BATT02227,3.27,0.77,20.7,1227,27,OK
BATT02228,3.28,0.78,20.8,1228,28,OK
BATT02229,3.29,0.79,20.9,1229,29,OK
BATT02230,3.3,0.8,21.0,1230,30,WARN
BATT02231,3.31,0.81,21.1,1231,31,OK
BATT02232,3.32,0.82,21.2,1232,32,OK
BATT02233,3.33,0.83,21.3,1233,33,OK
BATT02234,3.34,0.84,21.4,1234,34,OK
BATT02235,3.35,0.85,21.5,1235,35,OK
BATT02236,3.36,0.86,21.6,1236,36,OK
BATT02237,3.37,0.87,21.7,1237,37,OK
BATT02238,3.38,0.88,21.8,1238,38,OK
BATT02239,3.39,0.89,21.9,1239,39,OK
BATT02240,3.4,0.9,22.0,1240,40,WARN
BATT02241,3.41,0.91,22.1,1241,41,OK
BATT02242,3.42,0.92,22.2,1242,42,OK
BATT02243,3.43,0.93,22.3,1243,43,OK
BATT02244,3.44,0.94,22.4,1244,44,OK
BATT02245,3.45,0.95,22.5,1245,45,OK
BATT02246,3.46,0.96,22.6,1246,46,OK
BATT02247,3.47,0.97,22.7,1247,47,OK
BATT02248,3.48,0.98,22.8,1248,48,OK
BATT02249,3.49,0.99,22.9,1249,49,OK
BATT02250,3.5,0.5,20.0,1250,50,WARN
BATT02251,3.51,0.51,20.1,1251,51,OK
BATT02252,3.52,0.52,20.2,1252,52,OK
BATT02253,3.53,0.53,20.3,1253,53,OK
BATT02254,3.54,0.54,20.4,1254,54,OK
BATT02255,3.55,0.55,20.5,1255,55,OK
BATT02256,3.56,0.56,20.6,1256,56,OK
BATT02257,3.57,0.57,20.7,1257,57,OK
BATT02258,3.58,0.58,20.8,1258,58,OK
BATT02259,3.59,0.59,20.9,1259,59,OK
BATT02260,3.6,0.6,21.0,1260,60,WARN
BATT02261,3.61,0.61,21.1,1261,61,OK
BATT02262,3.62,0.62,21.2,1262,62,OK
BATT02263,3.63,0.63,21.3,1263,63,OK
BATT02264,3.64,0.64,21.4,1264,64,OK
BATT02265,3.65,0.65,21.5,1265,65,OK
BATT02266,3.66,0.66,21.6,1266,66,OK
BATT02267,3.67,0.67,21.7,1267,67,OK
BATT02268,3.68,0.68,21.8,1268,68,OK
BATT02269,3.69,0.69,21.9,1269,69,OK
BATT02270,3.7,0.7,22.0,1270,70,WARN
BATT02271,3.71,0.71,22.1,1271,71,OK
BATT02272,3.72,0.72,22.2,1272,72,OK
BATT02273,3.73,0.73,22.3,1273,73,OK
BATT02274,3.74,0.74,22.4,1274,74,OK
BATT02275,3.75,0.75,22.5,1275,75,OK
BATT02276,3.76,0.76,22.6,1276,76,OK
BATT02277,3.77,0.77,22.7,1277,77,OK
BATT02278,3.78,0.78,22.8,1278,78,OK
BATT02279,3.79,0.79,22.9,1279,79,OK
BATT02280,3.8,0.8,20.0,1280,80,WARN
BATT02281,3.81,0.81,20.1,1281,81,OK
BATT02282,3.82,0.82,20.2,1282,82,OK
BATT02283,3.83,0.83,20.3,1283,83,OK
BATT02284,3.84,0.84,20.4,1284,84,OK
BATT02285,3.85,0.85,20.5,1285,85,OK
BATT02286,3.86,0.86,20.6,1286,86,OK
BATT02287,3.87,0.87,20.7,1287,87,OK
BATT02288,3.88,0.88,20.8,1288,88,OK
BATT02289,3.89,0.89,20.9,1289,89,OK
BATT02290,3.9,0.9,21.0,1290,90,WARN
BATT02291,3.91,0.91,21.1,1291,91,OK
BATT02292,3.92,0.92,21.2,1292,92,OK
BATT02293,3.93,0.93,21.3,1293,93,OK
BATT02294,3.94,0.94,21.4,1294,94,OK
BATT02295,3.95,0.95,21.5,1295,95,OK
BATT02296,3.96,0.96,21.6,1296,96,OK
BATT02297,3.97,0.97,21.7,1297,97,OK
BATT02298,3.98,0.98,21.8,1298,98,OK
BATT02299,3.99,0.99,21.9,1299,99,OK
BATT02300,3.0,0.5,22.0,1300,0,WARN
BATT02301,3.01,0.51,22.1,1301,1,OK
BATT02302,3.02,0.52,22.2,1302,2,OK
BATT02303,3.03,0.53,22.3,1303,3,OK
BATT02304,3.04,0.54,22.4,1304,4,OK
BATT02305,3.05,0.55,22.5,1305,5,OK
BATT02306,3.06,0.56,22.6,1306,6,OK
BATT02307,3.07,0.57,22.7,1307,7,OK
BATT02308,3.08,0.58,22.8,1308,8,OK
BATT02309,3.09,0.59,22.9,1309,9,OK
BATT02310,3.1,0.6,20.0,1310,10,WARN
BATT02311,3.11,0.61,20.1,1311,11,OK
BATT02312,3.12,0.62,20.2,1312,12,OK
BATT02313,3.13,0.63,20.3,1313,13,OK
BATT02314,3.14,0.64,20.4,1314,14,OK
BATT02315,3.15,0.65,20.5,1315,15,OK
BATT02316,3.16,0.66,20.6,1316,16,OK
BATT02317,3.17,0.67,20.7,1317,17,OK
BATT02318,3.18,0.68,20.8,1318,18,OK
BATT02319,3.19,0.69,20.9,1319,19,OK
BATT02320,3.2,0.7,21.0,1320,20,WARN
BATT02321,3.21,0.71,21.1,1321,21,OK
BATT02322,3.22,0.72,21.2,1322,22,OK
BATT02323,3.23,0.73,21.3,1323,23,OK
